Date,Open,High,Low,Close,Adj Close,Volume
1993-04-02,44.656250,44.656250,44.093750,44.093750,25.330763,59400
1993-04-05,44.437500,44.437500,44.187500,44.312500,25.456429,172200
1993-04-06,44.406250,44.406250,44.062500,44.187500,25.384613,129700
1993-04-07,44.250000,44.343750,44.156250,44.343750,25.474369,28000
1993-04-08,44.531250,44.531250,44.093750,44.281250,25.438478,180800
1993-04-12,44.718750,44.937500,44.656250,44.906250,25.797506,348500
1993-04-13,44.875000,45.156250,44.843750,45.000000,25.851374,146100
1993-04-14,45.031250,45.062500,44.906250,44.937500,25.815462,119600
1993-04-15,44.906250,45.031250,44.750000,44.937500,25.815462,148600
1993-04-16,44.968750,45.031250,44.875000,44.937500,25.815462,47900
1993-04-19,44.937500,45.062500,44.718750,44.750000,25.707752,157000
1993-04-20,44.687500,44.750000,44.250000,44.531250,25.582096,279500
1993-04-21,44.625000,44.625000,44.375000,44.500000,25.564135,67900
1993-04-22,44.312500,44.687500,43.937500,43.937500,25.240999,97700
1993-04-23,43.843750,43.968750,43.687500,43.750000,25.133286,106000
1993-04-26,43.781250,43.937500,43.281250,43.406250,24.935810,62600
1993-04-27,43.343750,43.875000,43.343750,43.875000,25.205099,156800
1993-04-28,43.812500,43.906250,43.718750,43.781250,25.151226,85900
1993-04-29,43.875000,43.968750,43.625000,43.968750,25.258944,85000
1993-04-30,44.125000,44.281250,44.031250,44.031250,25.294846,88500
1993-05-03,44.093750,44.312500,43.906250,44.312500,25.456429,80500
1993-05-04,44.406250,44.625000,44.343750,44.468750,25.546185,149100
1993-05-05,44.468750,44.750000,44.468750,44.593750,25.618000,109000
1993-05-06,44.531250,44.562500,44.406250,44.437500,25.528231,54700
1993-05-07,44.468750,44.468750,44.281250,44.343750,25.474369,68000
1993-05-10,44.406250,44.687500,44.406250,44.437500,25.528231,113900
1993-05-11,44.437500,44.625000,44.312500,44.625000,25.635946,42600
1993-05-12,44.437500,44.593750,44.437500,44.562500,25.600033,31000
1993-05-13,44.375000,44.375000,44.000000,44.031250,25.294846,129100
1993-05-14,44.031250,44.156250,43.968750,44.000000,25.276882,63500
1993-05-17,44.125000,44.156250,43.937500,44.156250,25.366653,34000
1993-05-18,44.187500,44.218750,43.968750,44.125000,25.348705,105200
1993-05-19,44.125000,45.031250,43.843750,45.031250,25.869335,50200
1993-05-20,45.031250,45.156250,44.937500,45.156250,25.941135,98200
1993-05-21,45.187500,45.250000,44.718750,44.750000,25.707752,221400
1993-05-24,44.843750,45.093750,44.843750,44.937500,25.815462,30500
1993-05-25,45.125000,45.125000,45.031250,45.031250,25.869335,191800
1993-05-26,45.156250,45.625000,45.125000,45.593750,26.192469,102400
1993-05-27,45.656250,45.656250,45.375000,45.437500,26.102701,53800
1993-05-28,45.406250,45.406250,45.000000,45.218750,25.977053,79100
1993-06-01,45.375000,45.812500,45.312500,45.656250,26.228369,28300
1993-06-02,45.531250,45.750000,45.343750,45.593750,26.192469,20300
1993-06-03,45.500000,45.500000,45.343750,45.437500,26.102701,21600
1993-06-04,45.312500,45.312500,45.093750,45.281250,26.012951,32000
1993-06-07,45.375000,45.375000,45.125000,45.125000,25.923178,121400
1993-06-08,45.000000,45.000000,44.718750,44.718750,25.689796,104500
1993-06-09,44.875000,45.062500,44.812500,44.875000,25.779568,43300
1993-06-10,44.843750,44.937500,44.750000,44.906250,25.797506,17900
1993-06-11,45.062500,45.156250,44.906250,45.093750,25.905230,647400
1993-06-14,45.156250,45.187500,45.031250,45.031250,25.869335,64200
1993-06-15,45.093750,45.125000,44.937500,44.937500,25.815462,142400
1993-06-16,44.937500,45.031250,44.812500,45.031250,25.869335,330900
1993-06-17,45.125000,45.187500,45.031250,45.187500,25.959089,37400
1993-06-18,44.843750,44.843750,44.500000,44.500000,25.745316,58500
1993-06-21,44.625000,44.625000,44.531250,44.593750,25.799562,29300
1993-06-22,44.656250,44.656250,44.562500,44.625000,25.817638,137500
1993-06-23,44.625000,44.625000,44.218750,44.218750,25.582607,227600
1993-06-24,44.343750,44.812500,44.343750,44.812500,25.926107,243700
1993-06-25,44.781250,44.906250,44.750000,44.781250,25.908026,44800
1993-06-28,45.000000,45.281250,44.937500,45.281250,26.197311,439900
1993-06-29,45.218750,45.218750,45.000000,45.062500,26.070759,207500
1993-06-30,45.125000,45.218750,45.000000,45.062500,26.070759,437600
1993-07-01,45.125000,45.125000,44.875000,44.937500,25.998423,605700
1993-07-02,44.781250,44.812500,44.531250,44.687500,25.853790,285400
1993-07-06,44.625000,44.750000,44.156250,44.218750,25.582607,246400
1993-07-07,44.187500,44.406250,44.187500,44.343750,25.654915,343700
1993-07-08,44.375000,44.937500,44.312500,44.843750,25.944191,248200
1993-07-09,44.843750,44.968750,44.750000,44.968750,26.016510,378200
1993-07-12,44.906250,44.968750,44.843750,44.937500,25.998423,373700
1993-07-13,44.968750,45.093750,44.656250,44.906250,25.980347,389600
1993-07-14,44.937500,45.187500,44.906250,45.062500,26.070759,617300
1993-07-15,45.031250,45.031250,44.781250,44.875000,25.962273,443800
1993-07-16,44.906250,44.937500,44.687500,44.750000,25.889946,216400
1993-07-19,44.750000,44.750000,44.593750,44.718750,25.871861,188200
1993-07-20,44.687500,44.843750,44.468750,44.843750,25.944191,68500
1993-07-21,44.781250,44.812500,44.656250,44.812500,25.926107,142700
1993-07-22,44.750000,44.812500,44.500000,44.500000,25.745316,632400
1993-07-23,44.593750,44.718750,44.562500,44.718750,25.871861,286200
1993-07-26,44.843750,45.062500,44.843750,44.968750,26.016510,121300
1993-07-27,45.000000,45.031250,44.781250,44.937500,25.998423,92800
1993-07-28,44.843750,44.937500,44.781250,44.843750,25.944191,30800
1993-07-29,44.937500,45.218750,44.875000,45.093750,26.088821,331000
1993-07-30,45.093750,45.093750,44.781250,44.843750,25.944191,75300
1993-08-02,44.906250,45.125000,44.906250,44.968750,26.016510,41300
1993-08-03,45.062500,45.187500,44.843750,45.000000,26.034588,81600
1993-08-04,45.000000,45.093750,44.875000,45.000000,26.034588,434000
1993-08-05,45.000000,45.000000,44.843750,44.906250,25.980347,36800
1993-08-06,45.031250,45.062500,44.906250,44.968750,26.016510,402300
1993-08-09,45.093750,45.343750,45.000000,45.218750,26.161154,828200
1993-08-10,45.187500,45.218750,45.125000,45.187500,26.143072,604900
1993-08-11,45.156250,45.312500,45.156250,45.187500,26.143072,542200
1993-08-12,45.312500,45.312500,44.906250,45.062500,26.070759,303700
1993-08-13,45.093750,45.156250,45.093750,45.125000,26.106895,103500
1993-08-16,45.156250,45.500000,45.156250,45.375000,26.251551,241800
1993-08-17,45.343750,45.531250,45.343750,45.531250,26.341934,369300
1993-08-18,45.687500,45.875000,45.656250,45.781250,26.486570,414300
1993-08-19,45.812500,45.812500,45.718750,45.781250,26.486570,28500
1993-08-20,45.687500,45.812500,45.656250,45.812500,26.504658,80700
1993-08-23,45.625000,45.750000,45.625000,45.718750,26.450424,15600
1993-08-24,45.718750,46.218750,45.718750,46.218750,26.739698,273400
1993-08-25,46.218750,46.437500,46.156250,46.250000,26.757750,242300
1993-08-26,46.281250,46.531250,46.093750,46.281250,26.775845,120000
1993-08-27,46.156250,46.250000,46.156250,46.250000,26.757750,25700
1993-08-30,46.281250,46.500000,46.281250,46.437500,26.866251,183500
1993-08-31,46.406250,46.562500,46.343750,46.562500,26.938568,66500
1993-09-01,46.406250,46.593750,46.406250,46.500000,26.902414,136500
1993-09-02,46.531250,46.593750,46.312500,46.343750,26.812016,472400
1993-09-03,46.312500,46.437500,46.250000,46.375000,26.830091,630500
1993-09-07,46.375000,46.437500,46.000000,46.062500,26.649290,196400
1993-09-08,46.062500,46.062500,45.593750,45.906250,26.558887,269900
1993-09-09,45.718750,46.031250,45.718750,46.000000,26.613132,239200
1993-09-10,46.125000,46.437500,46.062500,46.406250,26.848173,106500
1993-09-13,46.562500,46.562500,46.437500,46.437500,26.866251,66900
1993-09-14,46.312500,46.312500,46.093750,46.250000,26.757750,184500
1993-09-15,46.062500,46.406250,45.906250,46.375000,26.830091,101000
1993-09-16,46.312500,46.343750,46.156250,46.187500,26.721607,54300
1993-09-17,45.875000,45.906250,45.750000,45.812500,26.669806,200900
1993-09-20,45.875000,45.968750,45.437500,45.437500,26.451494,57800
1993-09-21,45.500000,45.562500,44.812500,45.281250,26.360546,318200
1993-09-22,45.437500,45.718750,45.375000,45.656250,26.578836,439700
1993-09-23,45.781250,45.937500,45.718750,45.906250,26.724367,88500
1993-09-24,45.843750,45.875000,45.718750,45.781250,26.651602,53500
1993-09-27,46.125000,46.281250,46.125000,46.281250,26.942677,274600
1993-09-28,46.312500,46.312500,46.156250,46.187500,26.888102,158300
1993-09-29,46.187500,46.312500,45.968750,46.031250,26.797153,221000
1993-09-30,46.031250,46.125000,45.843750,45.937500,26.742573,99300
1993-10-01,45.875000,46.218750,45.812500,46.156250,26.869917,22700
1993-10-04,46.218750,46.218750,46.093750,46.218750,26.906305,1038500
1993-10-05,46.312500,46.312500,46.000000,46.156250,26.869917,436500
1993-10-06,46.187500,46.375000,46.125000,46.125000,26.851709,209200
1993-10-07,46.187500,46.187500,45.968750,46.000000,26.778954,59400
1993-10-08,46.125000,46.156250,45.718750,46.062500,26.815334,54400
1993-10-11,46.156250,46.250000,46.156250,46.156250,26.869917,467100
1993-10-12,46.218750,46.250000,46.187500,46.218750,26.906305,26200
1993-10-13,46.250000,46.250000,46.156250,46.218750,26.906305,139100
1993-10-14,46.406250,46.812500,46.281250,46.812500,27.251947,108100
1993-10-15,47.031250,47.156250,46.906250,47.062500,27.397499,1502500
1993-10-18,47.031250,47.031250,46.875000,46.937500,27.324717,722400
1993-10-19,46.875000,46.968750,46.593750,46.593750,27.124605,880100
1993-10-20,46.750000,46.750000,46.562500,46.656250,27.160984,230400
1993-10-21,46.687500,46.687500,46.531250,46.593750,27.124605,56200
1993-10-22,46.656250,46.843750,46.375000,46.375000,26.997265,390700
1993-10-25,46.406250,46.562500,46.281250,46.500000,27.070032,114500
1993-10-26,46.468750,46.500000,46.312500,46.468750,27.051828,186200
1993-10-27,46.406250,46.531250,46.406250,46.500000,27.070032,118400
1993-10-28,46.562500,46.968750,46.562500,46.843750,27.270140,129600
1993-10-29,46.812500,46.875000,46.781250,46.843750,27.270140,80700
1993-11-01,46.781250,47.000000,46.781250,46.968750,27.342920,36400
1993-11-02,46.906250,47.000000,46.656250,46.937500,27.324717,262100
1993-11-03,46.906250,46.906250,46.125000,46.343750,26.979078,479100
1993-11-04,46.343750,46.343750,45.812500,45.843750,26.687998,130400
1993-11-05,45.718750,46.062500,45.531250,46.062500,26.815334,363200
1993-11-08,46.093750,46.250000,45.968750,46.125000,26.851709,367600
1993-11-09,46.437500,46.468750,46.125000,46.156250,26.869917,246900
1993-11-10,46.156250,46.500000,46.031250,46.500000,27.070032,46500
1993-11-11,46.500000,46.625000,46.343750,46.375000,26.997265,88900
1993-11-12,46.468750,46.750000,46.437500,46.593750,27.124605,108200
1993-11-15,46.687500,46.687500,46.437500,46.562500,27.106415,243300
1993-11-16,46.656250,46.812500,46.468750,46.781250,27.233753,492600
1993-11-17,46.812500,46.812500,46.406250,46.531250,27.088221,39600
1993-11-18,46.468750,46.562500,46.281250,46.406250,27.015451,240800
1993-11-19,46.250000,46.375000,46.218750,46.312500,26.960894,106000
1993-11-22,46.187500,46.218750,45.875000,46.031250,26.797153,165300
1993-11-23,46.281250,46.312500,46.031250,46.281250,26.942677,89700
1993-11-24,46.406250,46.500000,46.343750,46.468750,27.051828,77200
1993-11-26,46.593750,46.593750,46.468750,46.500000,27.070032,1019800
1993-11-29,46.625000,46.718750,46.312500,46.312500,26.960894,517500
1993-11-30,46.281250,46.562500,46.250000,46.343750,26.979078,230000
1993-12-01,46.593750,46.625000,46.406250,46.406250,27.015451,379200
1993-12-02,46.500000,46.562500,46.406250,46.531250,27.088221,352000
1993-12-03,46.500000,46.718750,46.500000,46.718750,27.197367,306000
1993-12-06,46.781250,46.937500,46.781250,46.875000,27.288334,99500
1993-12-07,46.875000,46.906250,46.781250,46.843750,27.270140,88800
1993-12-08,46.843750,46.843750,46.781250,46.843750,27.270140,146700
1993-12-09,46.843750,46.906250,46.625000,46.687500,27.179192,416500
1993-12-10,46.718750,46.718750,46.500000,46.593750,27.124605,412900
1993-12-13,46.593750,46.875000,46.531250,46.875000,27.288334,273200
1993-12-14,46.906250,46.906250,46.531250,46.531250,27.088221,41900
1993-12-15,46.593750,46.625000,46.468750,46.468750,27.051828,82600
1993-12-16,46.656250,46.656250,46.562500,46.625000,27.142805,78200
1993-12-17,46.406250,46.593750,46.375000,46.562500,27.291979,104700
1993-12-20,46.531250,46.656250,46.500000,46.625000,27.328609,68800
1993-12-21,46.562500,46.562500,46.406250,46.468750,27.237011,205700
1993-12-22,46.593750,46.812500,46.500000,46.781250,27.420176,410300
1993-12-23,46.750000,46.843750,46.687500,46.750000,27.401861,533800
1993-12-27,46.750000,47.000000,46.750000,47.000000,27.548407,447100
1993-12-28,46.968750,47.125000,46.937500,47.093750,27.603355,880600
1993-12-29,47.125000,47.156250,47.000000,47.031250,27.566711,266700
1993-12-30,47.000000,47.000000,46.750000,46.843750,27.456827,219900
1993-12-31,46.937500,47.000000,46.562500,46.593750,27.310282,312900
1994-01-03,46.593750,46.656250,46.406250,46.468750,27.237011,960900
1994-01-04,46.531250,46.656250,46.468750,46.656250,27.346920,164300
1994-01-05,46.718750,46.781250,46.531250,46.750000,27.401861,710900
1994-01-06,46.812500,46.843750,46.687500,46.750000,27.401861,201000
1994-01-07,46.843750,47.062500,46.718750,47.031250,27.566711,775500
1994-01-10,47.093750,47.593750,46.968750,47.593750,27.896416,593700
1994-01-11,47.562500,47.562500,47.343750,47.500000,27.841469,295200
1994-01-12,47.531250,47.531250,47.187500,47.343750,27.749887,158400
1994-01-13,47.218750,47.312500,47.156250,47.218750,27.676617,244300
1994-01-14,47.375000,47.500000,47.375000,47.406250,27.786524,137200
1994-01-17,47.406250,47.468750,47.312500,47.406250,27.786524,17700
1994-01-18,47.468750,47.531250,47.375000,47.468750,27.823156,166400
1994-01-19,47.406250,47.468750,47.250000,47.343750,27.749887,200800
1994-01-20,47.406250,47.500000,47.375000,47.468750,27.823156,281100
1994-01-21,47.531250,47.531250,47.343750,47.375000,27.768215,85600
1994-01-24,47.343750,47.562500,47.187500,47.187500,27.658316,373800
1994-01-25,47.218750,47.250000,47.093750,47.187500,27.658316,310400
1994-01-26,47.187500,47.343750,47.125000,47.312500,27.731554,145100
1994-01-27,47.406250,47.812500,47.343750,47.750000,27.988005,344500
1994-01-28,47.937500,48.031250,47.875000,47.875000,28.061277,356500
1994-01-31,48.062500,48.312500,48.000000,48.218750,28.262753,313800
1994-02-01,48.156250,48.156250,47.906250,47.968750,28.116243,303600
1994-02-02,48.125000,48.281250,48.093750,48.281250,28.299395,307600
1994-02-03,48.187500,48.187500,47.906250,48.062500,28.171173,466100
1994-02-04,48.062500,48.125000,46.968750,46.968750,27.530100,1403200
1994-02-07,46.843750,47.312500,46.843750,47.187500,27.658316,516400
1994-02-08,47.281250,47.281250,47.031250,47.218750,27.676617,188200
1994-02-09,47.250000,47.437500,47.187500,47.406250,27.786524,144600
1994-02-10,47.375000,47.406250,47.000000,47.000000,27.548407,883900
1994-02-11,47.031250,47.281250,46.812500,47.156250,27.639984,519400
1994-02-14,47.062500,47.375000,47.000000,47.218750,27.676617,2742100
1994-02-15,47.312500,47.500000,47.250000,47.468750,27.823156,374700
1994-02-16,47.531250,47.531250,47.343750,47.437500,27.804821,287600
1994-02-17,47.656250,47.687500,47.031250,47.156250,27.639984,342400
1994-02-18,47.187500,47.218750,46.750000,46.875000,27.475136,313300
1994-02-22,47.000000,47.343750,47.000000,47.343750,27.749887,154500
1994-02-23,47.406250,47.437500,47.062500,47.218750,27.676617,391700
1994-02-24,47.062500,47.062500,46.562500,46.593750,27.310282,770800
1994-02-25,46.656250,46.812500,46.562500,46.812500,27.438503,531300
1994-02-28,46.937500,47.062500,46.812500,46.812500,27.438503,333000
1994-03-01,46.812500,46.906250,46.375000,46.625000,27.328609,423600
1994-03-02,46.031250,46.687500,45.906250,46.687500,27.365238,581500
1994-03-03,46.625000,46.625000,46.437500,46.562500,27.291979,223200
1994-03-04,46.562500,46.812500,46.406250,46.687500,27.365238,595800
1994-03-07,46.843750,47.000000,46.843750,46.937500,27.511765,539800
1994-03-08,46.968750,46.968750,46.687500,46.750000,27.401861,880300
1994-03-09,46.812500,47.000000,46.593750,46.968750,27.530100,2500100
1994-03-10,46.937500,46.937500,46.437500,46.593750,27.310282,207400
1994-03-11,46.656250,46.906250,46.406250,46.843750,27.456827,576600
1994-03-14,47.031250,47.031250,46.843750,46.906250,27.493458,345900
1994-03-15,47.000000,47.093750,46.843750,46.875000,27.475136,748600
1994-03-16,46.937500,47.250000,46.781250,47.250000,27.694937,455500
1994-03-17,47.093750,47.312500,47.093750,47.250000,27.694937,133000
1994-03-18,46.750000,47.031250,46.718750,46.968750,27.688908,365500
1994-03-21,46.812500,46.937500,46.718750,46.843750,27.615213,324800
1994-03-22,46.843750,47.062500,46.750000,46.968750,27.688908,435700
1994-03-23,46.937500,47.062500,46.906250,46.937500,27.670475,698500
1994-03-24,46.750000,46.843750,46.156250,46.375000,27.338871,1200500
1994-03-25,46.406250,46.531250,45.937500,45.937500,27.080963,100900
1994-03-28,46.000000,46.062500,45.593750,46.000000,27.117807,1117200
1994-03-29,46.000000,46.031250,45.093750,45.093750,26.583549,338400
1994-03-30,45.125000,45.250000,44.468750,44.468750,26.215109,1123900
1994-03-31,44.468750,44.687500,43.531250,44.593750,26.288794,788800
1994-04-04,43.343750,44.031250,43.343750,43.906250,25.883497,2627300
1994-04-05,44.343750,44.812500,44.343750,44.812500,26.417751,1179000
1994-04-06,44.875000,44.906250,44.500000,44.812500,26.417751,516500
1994-04-07,44.781250,45.125000,44.531250,45.031250,26.546719,666100
1994-04-08,44.937500,44.937500,44.468750,44.687500,26.344053,242400
1994-04-11,44.812500,45.062500,44.703125,44.875000,26.454596,203300
1994-04-12,44.921875,45.000000,44.718750,44.812500,26.417751,1409200
1994-04-13,44.796875,44.906250,44.250000,44.578125,26.279573,364100
1994-04-14,44.500000,44.828125,44.406250,44.593750,26.288794,419900
1994-04-15,44.578125,44.781250,44.515625,44.593750,26.288794,387300
1994-04-18,44.640625,44.765625,44.156250,44.296875,26.113777,369100
1994-04-19,44.250000,44.531250,43.984375,44.359375,26.150621,472200
1994-04-20,44.406250,44.515625,44.078125,44.312500,26.122990,508000
1994-04-21,44.500000,44.968750,44.343750,44.906250,26.473017,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,26.445387,301800
1994-04-25,44.843750,45.359375,44.843750,45.328125,26.721716,394600
1994-04-26,45.265625,45.343750,45.187500,45.281250,26.694094,399000
1994-04-28,45.187500,45.250000,44.812500,44.953125,26.500643,287000
1994-04-29,44.875000,45.156250,44.812500,45.093750,26.583549,481900
1994-05-02,45.093750,45.718750,44.937500,45.375000,26.749359,275000
1994-05-03,45.390625,45.406250,45.062500,45.328125,26.721716,183400
1994-05-04,45.421875,45.421875,45.078125,45.250000,26.675673,401900
1994-05-05,45.296875,45.375000,45.187500,45.187500,26.638824,659800
1994-05-06,44.968750,44.968750,44.593750,44.750000,26.380901,216300
1994-05-09,44.625000,44.750000,44.281250,44.359375,26.150621,499300
1994-05-10,44.578125,44.843750,44.546875,44.703125,26.353273,583400
1994-05-11,44.656250,44.718750,44.171875,44.296875,26.113777,210600
1994-05-12,44.578125,44.625000,44.406250,44.515625,26.242735,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,26.242735,321300
1994-05-16,44.609375,44.750000,44.515625,44.531250,26.251942,450400
1994-05-17,44.562500,45.187500,44.500000,45.187500,26.638824,470200
1994-05-18,45.218750,45.687500,45.015625,45.515625,26.832254,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,26.961216,531000
1994-05-20,45.656250,45.687500,45.500000,45.562500,26.859879,370400
1994-05-23,45.515625,45.531250,45.343750,45.484375,26.813822,262700
1994-05-24,45.609375,45.843750,45.609375,45.671875,26.924372,549600
1994-05-25,45.500000,45.828125,45.343750,45.796875,26.998051,738200
1994-05-26,45.781250,45.937500,45.734375,45.828125,27.016478,369600
1994-05-27,45.750000,45.875000,45.671875,45.875000,27.044119,162000
1994-05-31,45.734375,45.906250,45.656250,45.812500,27.007277,160000
1994-06-01,45.703125,46.015625,45.562500,46.015625,27.127020,200500
1994-06-02,46.046875,46.046875,45.890625,45.968750,27.099373,55100
1994-06-03,46.000000,46.390625,45.859375,46.234375,27.255976,550400
1994-06-06,46.328125,46.468750,46.187500,46.218750,27.246754,99300
1994-06-07,46.140625,46.218750,46.031250,46.156250,27.209919,120600
1994-06-08,46.265625,46.265625,45.781250,45.781250,26.988832,131900
1994-06-09,45.984375,46.031250,45.890625,46.031250,27.136221,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,27.182291,83100
1994-06-13,46.046875,46.187500,46.031250,46.171875,27.219126,109700
1994-06-14,46.312500,46.546875,46.312500,46.531250,27.430979,161000
1994-06-15,46.546875,46.562500,46.312500,46.343750,27.320450,142800
1994-06-16,46.343750,46.468750,46.296875,46.437500,27.375729,44000
1994-06-17,46.156250,46.203125,45.812500,45.875000,27.222916,403800
1994-06-20,45.546875,45.625000,45.437500,45.484375,26.991104,137400
1994-06-21,45.453125,45.453125,44.906250,45.093750,26.759314,139200
1994-06-22,45.218750,45.421875,45.171875,45.265625,26.861288,279900
1994-06-23,45.343750,45.406250,44.937500,45.000000,26.703667,922500
1994-06-24,44.781250,44.781250,44.000000,44.062500,26.147350,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,26.601683,371200
1994-06-28,44.843750,44.843750,44.250000,44.609375,26.471855,5382300
1994-06-29,44.671875,45.015625,44.625000,44.750000,26.555317,311800
1994-06-30,44.828125,44.843750,44.312500,44.468750,26.388420,271900
1994-07-01,44.687500,44.687500,44.375000,44.562500,26.444059,406900
1994-07-05,44.656250,44.859375,44.515625,44.796875,26.583124,112000
1994-07-06,44.625000,44.812500,44.468750,44.734375,26.546049,174800
1994-07-07,44.734375,44.921875,44.687500,44.921875,26.657303,66700
1994-07-08,44.640625,44.984375,44.625000,44.906250,26.648039,148400
1994-07-11,44.937500,45.015625,44.531250,44.750000,26.555317,124000
1994-07-12,44.765625,44.828125,44.515625,44.812500,26.592415,257300
1994-07-13,44.828125,45.031250,44.828125,44.890625,26.638765,532700
1994-07-14,45.109375,45.468750,45.078125,45.375000,26.926193,494200
1994-07-15,45.343750,45.484375,45.328125,45.390625,26.935472,49100
1994-07-18,45.390625,45.578125,45.390625,45.468750,26.981838,72300
1994-07-19,45.546875,45.562500,45.375000,45.375000,26.926193,609500
1994-07-20,45.406250,45.406250,45.062500,45.171875,26.805666,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,26.861288,86300
1994-07-22,45.375000,45.406250,45.250000,45.343750,26.907661,151600
1994-07-25,45.359375,45.453125,45.312500,45.406250,26.944754,120900
1994-07-26,45.390625,45.421875,45.312500,45.359375,26.916939,489600
1994-07-27,45.359375,45.359375,45.171875,45.359375,26.916939,83200
1994-07-28,45.359375,45.578125,45.359375,45.453125,26.972559,828200
1994-07-29,45.765625,46.046875,45.750000,45.906250,27.241457,459100
1994-08-01,45.937500,46.156250,45.890625,46.125000,27.371258,486300
1994-08-02,46.281250,46.375000,46.031250,46.187500,27.408356,505500
1994-08-03,46.171875,46.234375,46.093750,46.203125,27.417625,144100
1994-08-04,46.171875,46.218750,45.921875,45.937500,27.260000,231700
1994-08-05,45.703125,45.843750,45.656250,45.781250,27.167265,138400
1994-08-08,45.828125,45.937500,45.781250,45.890625,27.232191,328600
1994-08-09,45.718750,45.968750,45.718750,45.968750,27.278551,105900
1994-08-10,46.000000,46.187500,45.937500,46.140625,27.380533,840300
1994-08-11,46.031250,46.234375,45.734375,45.968750,27.278551,876200
1994-08-12,46.046875,46.343750,46.046875,46.328125,27.491796,184100
1994-08-15,46.375000,46.484375,46.312500,46.312500,27.482540,325900
1994-08-16,46.343750,46.687500,46.156250,46.640625,27.677238,1089500
1994-08-17,46.703125,46.734375,46.578125,46.609375,27.658701,133700
1994-08-18,46.453125,46.562500,46.406250,46.453125,27.565977,620000
1994-08-19,46.468750,46.515625,46.312500,46.421875,27.547440,103200
1994-08-22,46.437500,46.437500,46.281250,46.375000,27.519630,79700
1994-08-23,46.578125,46.859375,46.515625,46.640625,27.677238,268600
1994-08-24,46.687500,47.140625,46.671875,47.140625,27.973953,254700
1994-08-25,47.093750,47.203125,46.890625,47.015625,27.899775,147400
1994-08-26,47.125000,47.781250,47.125000,47.687500,28.298473,339500
